DRI Number,Project Name,Current Status,Contains 'data center'?,Water Usage,Data Center?,Cleaned Water Usage Data
1137,The Piazza at Paces,Completed,0,0.137 mgd,TBD,0.137
1136,Hartley Station,Completed,0,.58,TBD,.58
1135,Wal-Mart Commercial Center,Completed,0,.008 mgd,TBD,.008
1134,Crim C&D Landfill,Terminated,0,No water data,TBD,No water data
1133,Park Street Project,Completed,0,.072,TBD,.072
1132,Riverside Park,Completed,0,0.7 mgd,TBD,0.7
1131,Avenue Forsyth,Completed,0,0.153 mgd,TBD,0.153
1130,Jones Mill Solid Waste Transfer Station,Completed,0,.0001 mgd,TBD,.0001
1129,Hunters Ridge North Subdivision,Completed,0,0.05775mgd,TBD,0.05775mgd
1128,Mulberry Lakes Subdivision,Withdrawn,0,No water data,TBD,No water data
1127,BriarRose at Come-Away Plantation,Terminated,0,No water data,TBD,No water data
1126,Lake Preserve at Jackson Trail,Completed,0,0.1 mgd,TBD,0.1
1125,Champions Green,Completed,0,0.038 mgd,TBD,0.038
1124,Quacco Road Development,Completed,0,0.15 mgd,TBD,0.15
1123,Live Oak Subdivision,Completed,0,0.139,TBD,0.139
1122,Greensboro Plantation,Completed,0,0.12,TBD,0.12
1121,The Russell Estate,Completed,0,.525 mgd,TBD,.525
1120,Maddox Rd II,Completed,0,0.1057 mgd,TBD,0.1057
1119,Hoschton Village,Completed,0,0.076 mgd,TBD,0.076
1118,"Wehunt Road Tract ""A""",Completed,0,0.1,TBD,0.1
1117,Prior Mixed Use Development,Completed,0,.22147,TBD,.22147
1116,The Grove,Completed,0,.14 mgd,TBD,.14
1115,K & M Landfill Construction & Demolition Landfill,Completed,0,0.000050 mgd,TBD,0.000050
1114,Wexford  Place,Completed,0,0.36,TBD,0.36
1113,Riverstone,Completed,0,"644,184 avg. daily gpd",TBD,"644,184 avg. daily gpd"
1112,Tramore Pointe,Completed,0,0.063 mgd,TBD,0.063
1111,OFS Brightwave Site Redevelopment,Withdrawn,0,0.71 mgd,TBD,0.71
1110,Cobb West Park,Completed,0,0.12 mgd,TBD,0.12
1109,Grand Island Condominiums,Completed,0,0.06 mgd,TBD,0.06
1108,Hapeville College Square DRI,Completed,0,0.33,TBD,0.33
1107,Synergy Communities Mixed Use Development,Completed,0,0.1 mgd,TBD,0.1
1106,Hickory Flats,Completed,0,0.1318 mgd,TBD,0.1318
1105,Westside Transfer Station Modification,Completed,0,0.001 mgd,TBD,0.001
1104,Alcovy Station,Terminated,0,No water data,TBD,No water data
1103,Main Street Station,Withdrawn,0,0.10 mgd,TBD,0.10
1102,Academy Street project,Completed,0,.041,TBD,.041
1101,The Reserve at Wilson,Completed,0,"0.153 (153,000 gpd)",TBD,"0.153 (153,000 gpd)"
1100,Port Armor North /Carey Station Tracts/Simmons Tracts,Completed,0,0.9805 mgd,TBD,0.9805
1099,White Fox Park,Completed,0,0.225 mgd,TBD,0.225
1098,Harmony Farms,Completed,0,.064,TBD,.064
1097,Big Indian Creek Development,Completed,0,0.711,TBD,0.711
1096,Perry Subdivision,Completed,0,0.096 mgd,TBD,0.096
1095,The Mountain,Withdrawn,0,No water data,TBD,No water data
1094,"North Point Warehouse,  Bryan County",Completed,0,0.006 mgd,TBD,0.006
1093,Peachtree and Hermance Roads,Completed,0,0.51 mgd,TBD,0.51
1092,Oconee Manor,Completed,0,.10 mgd,TBD,.10
1091,Arbor Oaks,Completed,0,.049,TBD,.049
1090,Park at Riverside,Completed,0,0.186 mgd,TBD,0.186
1089,The Plateau,Completed,0,.051,TBD,.051
1088,Bohannon Road Light Industrial Site,Completed,0,0.02 mgd,TBD,0.02
1087,Candler Concrete Plant Relocation Within Lumpkin County,Completed,0,"30,000 gallons per day",TBD,"30,000 gallons per day"
1086,Wildflower Meadows,Completed,0,0.048,TBD,0.048
1085,Vintage Park Subdivision,Withdrawn,0,No water data,TBD,No water data
1084,Lees Mill Road Concrete Batch Plant Addition,Withdrawn,0,No water data,TBD,No water data
1083,Ply Mart,Withdrawn,0,No water data,TBD,No water data
1082,Timucua,Completed,0,1.141 mgd,TBD,1.141
1081,Transfer Station,Completed,0,minimal,TBD,minimal
1080,Johns Creek Environmental Campus,Completed,0,0.001mgd,TBD,0.001mgd
1079,Paulding County Regional Airport,Completed,0,.006 mgd,TBD,.006
1078,Plantation Trail Townhomes,Terminated,0,don't know,TBD,don't know
1077,Town West,Completed,0,0.81mgd,TBD,0.81mgd
1076,Belle Verde,Completed,0,0.15,TBD,0.15
1075,Hopewell Creek,Completed,0,0.79 mgd (developer estimate),TBD,0.79
1074,Townside,Terminated,0,No water data,TBD,No water data
1073,Broadhurst Environmental Landfill Proposed Expansion,Completed,0,0.025 mgd,TBD,0.025
1072,WaterSide at Lake Oconee,Withdrawn,0,.566 mgd based on applicant's estimates,TBD,.566
1071,The Villages at Ivy Creek,Completed,0,0.173,TBD,0.173
1070,Belmont Hills Redevelopment Plan,Withdrawn,0,No water data,TBD,No water data
1069,River Marsh Marina At Kilkenny Creek,Completed,0,.063,TBD,.063
1068,The Roxy,Completed,0,0.1,TBD,0.1
1067,Cityplace at Buckhead,Completed,0,1 mgd,TBD,1
1066,Creekside,Completed,0,0.15,TBD,0.15
1065,2.0 MGD Wastewater Treatment Facility,Completed,0,0.001,TBD,0.001
1064,McClure Retail Development,Completed,0,0.05 mgd,TBD,0.05
1063,Capitol Gateway/Grady Redev./King Memorial,Completed,0,0.5 mgd,TBD,0.5
1062,Opus Gateway,Completed,0,0.572,TBD,0.572
1061,Grove Point,Terminated,0,No water data,TBD,No water data
1060,Monroe Drive Transfer Station,Completed,0,.0002 mgd,TBD,.0002
1059,The Brookwood,Completed,0,0.72 mgd,TBD,0.72
1058,NorthEast Atlanta BeltLine,Completed,0,0.84 mgd,TBD,0.84
1057,Akins 316 - Commercial Development,Completed,0,0.2,TBD,0.2
1056,.375 MGD Waste Treatment Plant,Completed,0,.001 mgd plus reuse,TBD,.001
1055,South Transit Distribution Center,Completed,0,.080,TBD,.080
1054,1163 West Peachtree Street,Completed,0,0.5 mgd,TBD,0.5
1053,Winder Retail Center,Completed,0,"0.05 mgd(50,000 gpd)",TBD,0.05
1052,Offices at Prospect Park,Completed,0,0.340 mgd,TBD,0.340
1051,Sinclair Water Authority Water Treatment Plant,Completed,0,No water data,TBD,No water data
1049,South Putnam Waterline Extensions,Completed,0,1.5 mgd,TBD,1.5
1048,Braselton WRF Expansion,Completed,0,<0.05,TBD,<0.05
1046,McDaniel Glenn,Completed,0,~ 1.75 mgd,TBD,~ 1.75
1044,Timberland Estates,Completed,0,0.4 mgd,TBD,0.4
1043,Big Indian Creek Development,Withdrawn,0,0.711,TBD,0.711
1042,The Piazza at Paces,Completed,0,0.140 mgd,TBD,0.140
1041,Hawk's Ridge,Completed,0,.2817 mgd,TBD,.2817
1040,Belford,Completed,0,0.86 - mgd,TBD,0.86 -
1039,SweetBay,DRI Determination Made,0,No water data,TBD,No water data
1038,HR Thompson Estate,Completed,0,.13,TBD,.13
1037,115 Acre Jackson County Tract City of Jefferson,Completed,0,0.04,TBD,0.04
1036,Serenbe,Completed,0,.25 mgd,TBD,.25
1035,"Universal Site, Adairsville, Ga",Completed,0,.05 mgd,TBD,.05
1033,Buford Jubilee,Completed,0,0.195,TBD,0.195
1025,Emerald Shores,Completed,0,0.345 mgd,TBD,0.345
1017,Scrubby Bluff Development,Completed,0,.2155,TBD,.2155
1011,Park 85 - Chronic Addition,Completed,0,.0088,TBD,.0088
1010,"New Trend Developments, LLC",Completed,0,0.29 mgd,TBD,0.29
1008,Red Oak Sanitation Solid Waste Transfer Station,Completed,0,unknown,TBD,unknown
999,Strong Rock,Completed,0,0.25 mgd,TBD,0.25
998,Meldrim Tract,Completed,0,.1 mgd,TBD,.1
996,Belvedere Forest,Completed,0,.09282,TBD,.09282
995,Stonebridge Village Shopping Center,Completed,0,"30,000 gallons per day",TBD,"30,000 gallons per day"
994,West Wylie Bridge Road,Completed,0,0036 mgd,TBD,0036
993,1010 Peachtree,Completed,0,.170,TBD,.170
992,P J Roberts Tract,Completed,0,.052,TBD,.052
991,South Bryan County Wastewater Treatment Plant,Completed,0,"0.25 mgd initial, 5 mgd future",TBD,0.25
990,Burel Estates,Completed,0,0.08,TBD,0.08
989,I-16 South Tract,Completed,0,.015 mgd potential,TBD,.015
988,World Children's Center,Completed,0,.15 mgd,TBD,.15
987,Lakeview at Stonecrest,Completed,0,0.326 mgd,TBD,0.326
985,Forest Lake,Completed,0,0.325 mgd,TBD,0.325
984,MAIDEN CREEK LANDING,Completed,0,0.127gmd,TBD,0.127gmd
983,Phipps Plaza Tract H,Completed,0,0.170,TBD,0.170
982,Oconee National,Withdrawn,0,not specified,TBD,not specified
981,East Medinah Village,Completed,0,0.24 mgd,TBD,0.24
980,DAWSON FOREST ROAD PROJECT,Withdrawn,0,No water data,TBD,No water data
979,Otter Run,Completed,0,0.066 mgd,TBD,0.066
978,Holly Ridge Subdivision,Completed,0,0.07 mgd,TBD,0.07
977,Park 85 @ Braselton,Completed,0,.0096,TBD,.0096
976,Fairburn Renaissance Mixed Use Center,Completed,0,0.194 mgd,TBD,0.194
975,Lake Victoria,Completed,0,.092,TBD,.092
974,Keith Bridge Road Tract,Completed,0,0.129,TBD,0.129
973,Toy Wright Industrial Park,Completed,0,0.2,TBD,0.2
972,The Knight Group,Completed,0,"67,114",TBD,"67,114"
971,"Carrollton Recycling Facility, LLC",Completed,0,less than 1 mgd,TBD,less than 1
970,Juliette Village,Completed,0,.05,TBD,.05
969,Marsh Landing @ Crooked River,Completed,0,.099,TBD,.099
968,Truck Stop - Commercial Development - Oconee County,Completed,0,No water data,TBD,No water data
967,Waldon (The Knight Group),Completed,0,.17 mgpd,TBD,.17
966,Commerce-85Business Park,Completed,0,.063 mgd,TBD,.063
965,Kings Bay Pro-3 Townhomes,Completed,0,0.0875,TBD,0.0875
964,North Hills,Completed,0,0.4 mgd,TBD,0.4
963,Magnolia Park - Phase II,Completed,0,0.13 mgd potable; 0.02 mgd irrigation,TBD,0.13
962,U.S. 27 Municipal Solid waste Landfill,Completed,0,.001 mgd,TBD,.001
961,"Bighorn Investments, LLC",Completed,0,0.133 mgd,TBD,0.133
960,The Manor at Montpelier,Completed,0,.05,TBD,.05
959,waterford,Completed,0,1,TBD,1
958,Highland Park,Completed,0,0.2 mgd,TBD,0.2
957,Somerled,Withdrawn,0,No water data,TBD,No water data
956,Wastewater Pre-treatment Facility,Terminated,0,No water data,TBD,No water data
955,Johnson Development-Tenenbaum Tract,Completed,0,0.015mgd,TBD,0.015mgd
954,Sugar Mill Plantation,Completed,0,0.040073 mgd,TBD,0.040073
953,CAP Brunswick LLC  retail shopping center,Completed,0,"90,000 gpd",TBD,"90,000 gpd"
952,Tradeport Business Center,Completed,0,.0075,TBD,.0075
951,Kingsley Plantation,Completed,0,0.24,TBD,0.24
950,Proposed Subdivision on Ga Hwy 53 @ Sims Road,Completed,0,0.4,TBD,0.4
949,Walker Concrete - Old Morrow Road Plant,Withdrawn,0,na,TBD,na
948,"Solid Waste Transfer Station for Allied Recycling & Transportation, Inc.",Completed,0,"4,000 to 6,000 gallons per month",TBD,"4,000 to 6,000 gallons per month"
947,Hillridge Subdivision,Withdrawn,0,No water data,TBD,No water data
946,Cannon Forrest,Completed,0,.156gpd,TBD,.156gpd
945,Cascade Village,Completed,0,0.1756 mgd,TBD,0.1756
944,The Goodman Company,Completed,0,0.205 mgd,TBD,0.205
943,Tatum Farms,Withdrawn,0,No water data,TBD,No water data
942,Winding Cove Subdivision,Completed,0,.033020,TBD,.033020
941,Hampton Lakes Phases 2 and 3,Completed,0,.083,TBD,.083
940,Water Reclamation Facility,Completed,0,0.001,TBD,0.001
939,Home Depot,Completed,0,.2,TBD,.2
938,Fun World Palace& Resort,Completed,0,0.699 mgd,TBD,0.699
937,Twelve 14th Street,Completed,0,0.15 mgd,TBD,0.15
936,Spivey Tract Hutchinson Island,Completed,0,0.6 mgd,TBD,0.6
935,Park Place Subdivision,Completed,0,.053 mg/day or 53200 g/day (152 homes @ 350 gallons/day),TBD,.053 mg/day or 53200 g/day (152 homes @ 350 gallons/day)
934,McGregor Park,Completed,0,0.1878,TBD,0.1878
933,Timberland Estates,Completed,0,0.6 mgd,TBD,0.6
932,Briscoe Property,Withdrawn,0,No water data,TBD,No water data
931,Rockmart Crossroads,Completed,0,.040,TBD,.040
930,Jefferson Mill,Completed,0,0.109 million gallons per day,TBD,0.109 million gallons per day
929,Braselton Distribution Center- Phase 2,Completed,0,.024,TBD,.024
928,Colonial Power Center,Completed,0,0.046 mgd,TBD,0.046
927,Southern Disposal Service,Terminated,0,No water data,TBD,No water data
926,The Perry Preserve,Completed,0,.407,TBD,.407
924,Hampton Lakes Phase 2,Withdrawn,0,.083,TBD,.083
923,Pathway Communities,Completed,0,.365,TBD,.365
922,Braselton WPCP Expansion,Withdrawn,0,No water data,TBD,No water data
921,Lindmont Redevelopment,Completed,0,0.423 mgd,TBD,0.423
920,Lake Blackshear Plantation,Completed,0,"915,000",TBD,"915,000"
919,Braselton WPCP Expansion,Withdrawn,0,No water data,TBD,No water data
918,Crossroads Water Quality Control Plant,Terminated,0,No water data,TBD,No water data
917,Waters Edge,Completed,0,.06,TBD,.06
916,Interstate Centre South,Terminated,0,No water data,TBD,No water data
915,Demere Park,Completed,0,"26,000",TBD,"26,000"
914,Salter Dirt Farm,Terminated,0,No water data,TBD,No water data
913,Georges Bluff Subdivision,Completed,0,0.11 mgd,TBD,0.11
912,Vinings Mountain at Paces Ferry,Withdrawn,0,0.1 mgd,TBD,0.1
911,The Mill at Covered Bridge,Completed,0,0.173 mgd,TBD,0.173
910,"Ponce Park, LLC",Completed,0,5.25 mgd,TBD,5.25
909,Jefferson Mill - Industrial,Withdrawn,0,0.01 mgd,TBD,0.01
908,Jefferson Mill,Withdrawn,0,0.02 mgd,TBD,0.02
907,"Georgia Perimeter College, Newton County Campus",Completed,0,0.131,TBD,0.131
906,Liberty Harbor,Completed,0,0.63 mgd,TBD,0.63
905,7th Street,Completed,0,0.5 mgd,TBD,0.5
904,Rutledge Lakes,Completed,0,0.370,TBD,0.370
903,RIDGEBROOKE,Withdrawn,0,No water data,TBD,No water data
902,South Point,Completed,0,0.074 mgd,TBD,0.074
901,Brookwood Village,Completed,0,0.16 mgd,TBD,0.16
900,Replacement/Expansion of Exit 29 Wastewater Treatment Plant,Completed,0,,TBD,
899,Satilla River Bluffs,Completed,0,1.4 mgd,TBD,1.4
898,The Paddocks,Completed,0,.19 mgd,TBD,.19
896,WESTWOOD PARK EXTENSION,Completed,0,not available,TBD,not available
895,Point Jefferson,Withdrawn,0,No water data,TBD,No water data
894,Lake Blackshear Plantation,Initial Form Submitted,0,No water data,TBD,No water data
893,Hermitage Island,Completed,0,"glynn county estimate 0.5 mgd/day average, 1.25mgd peak flow",TBD,glynn county estimate 0.5
892,Elbow Swamp Subdivision,Completed,0,.1425 mgd,TBD,.1425
891,FROMJESUS NETWORK,Withdrawn,0,No water data,TBD,No water data
890,Harris Diversified Commercial Development (Revised),Completed,0,.005,TBD,.005
889,Tivoli Estates,Completed,0,"100,000",TBD,"100,000"
888,Grove Park Phase II,Withdrawn,0,No water data,TBD,No water data
887,Seasons at Lake Lanier,Completed,0,0.222 mgd,TBD,0.222
886,Jefferson Mill,Terminated,0,No water data,TBD,No water data
885,Iris Court,Completed,0,.08,TBD,.08
884,THE LANDINGS AT WHITE OAK CREEK,Completed,0,2.0 mgd,TBD,2.0
883,"Concourse III, Concourse IV, and Concourse VIII",Completed,0,0.20 mgd,TBD,0.20
882,Fiddler Cove and Commercial Site,Completed,0,.242,TBD,.242
881,Cosmopolitan North,Completed,0,0.0877 mgd,TBD,0.0877
880,Valdosta-Lowndes County Airport,Terminated,0,No water data,TBD,No water data
879,Beacon Hill Industrial Park,Completed,0,.002 mgd,TBD,.002
877,,Withdrawn,0,No water data,TBD,No water data
876,Promenade At Parkside,Completed,0,.115,TBD,.115
875,Sloan Village,Completed,0,.04,TBD,.04
874,RiverOaks,Completed,0,.184,TBD,.184
873,166 16th Street,Completed,0,0.40 mgd,TBD,0.40
872,Belfast Lake Subdivision,Completed,0,"46,800 gallons per day",TBD,"46,800 gallons per day"
871,Hidden Creek (Wilma Edwards Road),Completed,0,"43,000 gpd",TBD,"43,000 gpd"
869,"TRI-M Landholders, LLC",Withdrawn,0,"80,000",TBD,"80,000"
868,The Preston,Completed,0,.039 mgd,TBD,.039
867,Westhaven Subdivision,Completed,0,.292,TBD,.292
866,SWEETGRASS SUBDIVISION,Completed,0,.101 mgd,TBD,.101
864,Wentworth Station,Completed,0,0.1 mgd,TBD,0.1
863,Sugarloaf Village West,Completed,0,0.0693 mgd,TBD,0.0693
862,Franklin Commerce Center,Withdrawn,0,No water data,TBD,No water data
861,Bryant Lake,Completed,0,0.24mgd,TBD,0.24mgd
860,Satilla Creek Subdivision-Phase I and II,Withdrawn,0,No water data,TBD,No water data
858,,Completed,0,tbd,TBD,tbd
857,Grande View,Completed,0,0.57,TBD,0.57
856,Blairsville WWTF Expansion,Completed,0,0.01 mgd in ph i; 0.02 mgd in ph ii,TBD,0.01
855,Northeast Developers Tract,Completed,0,.10 mgd,TBD,.10
854,FORT HOWARD ROAD TOWNHOMES,Terminated,0,No water data,TBD,No water data
853,INDIAN SPRINGS STATION,Completed,0,,TBD,
852,"D7 Webb Road, JV 32 ac. Tract",Completed,0,.077 mgd,TBD,.077
851,Braxton Ridge,Completed,0,0.2268 mgd,TBD,0.2268
850,Georgia Highway 362 Landfill,Withdrawn,0,0.025 mgd,TBD,0.025
849,Brownsville Rd. Property,Completed,0,0.4 mgd,TBD,0.4
848,Neely Farms,Completed,0,No water data,TBD,No water data
847,Lumpkin Preserve,Completed,0,"82,500 gpd",TBD,"82,500 gpd"
846,Sheffield Trails,Completed,0,0.288 mgd,TBD,0.288
845,Apalachee Run,Completed,0,0.060,TBD,0.060
844,Flint River Services,Completed,0,0.0035,TBD,0.0035
843,Love's Travel Stop,Completed,0,0.0099 mgd,TBD,0.0099
842,Horizontal & Vertical Expansions MSW & C&D Landfills for the Solid Waste management Authority of Atkinson County,Completed,0,0.005mgd,TBD,0.005mgd
841,Staffordshire Estates,Completed,0,.05,TBD,.05
840,Martin Marietta Materials - Quarry Expansion,Completed,0,0,TBD,0
839,Blue Jay and Midland Planned Development,Completed,0,0.083,TBD,0.083
838,Poole Mountain,Completed,0,.3868 mgd,TBD,.3868
837,Project Broom,Completed,0,0.078,TBD,0.078
836,Midway Distribution Center,Completed,0,0.059 mgd,TBD,0.059
833,Pete Leonetti; Allied Recycling and Waste Transfer Station,Withdrawn,0,No water data,TBD,No water data
832,Colonial Pipeline Company,Completed,0,o,TBD,o
831,DawsonvilleR3,Completed,0,..091200,TBD,..091200
830,Riverside Crossing,Completed,0,.02847,TBD,.02847
829,Timberlake,Withdrawn,0,No water data,TBD,No water data
828,NorthEast Atlanta Beltline,Withdrawn,0,No water data,TBD,No water data
826,Lowe's Distribution,Terminated,0,No water data,TBD,No water data
825,Paces Ferry Commons,Completed,0,0.1 mgd,TBD,0.1
824,Cumberland Boulevard,Completed,0,0.22 mgd,TBD,0.22
823,Bridge Pointe at Jekyll Sound,Completed,0,.28 mgd,TBD,.28
822,Estates at Harriett's Bluff,Completed,0,.52,TBD,.52
821,Laurel Landing Ph. 1-6,Completed,0,.296,TBD,.296
819,Heron Bay - Expansion,Completed,0,0.11 mgd,TBD,0.11
817,AmericasMart Expansion,Completed,0,.225,TBD,.225
816,Rinker Materials Hitchcock Quarry Expansion,Withdrawn,0,No water data,TBD,No water data
815,Campus Crest,Completed,0,,TBD,
814,"Vineyard Gate, LLC",Completed,0,.057,TBD,.057
813,Bay Tree Plantation,Completed,0,.1564,TBD,.1564
812,Research Forest,Completed,0,2.465 mgd,TBD,2.465
811,Riverwood Plantation West,Terminated,0,No water data,TBD,No water data
810,R&B Landfill,Completed,0,0.15,TBD,0.15
809,Cherokee Village Square,Completed,0,0.0689mgd,TBD,0.0689mgd
808,Northpoint Industrial Park,Completed,0,.0084,TBD,.0084
807,Mill Road Tract,Completed,0,0.11 mgd,TBD,0.11
806,"Florida Rock Industries, Inc. , Quarry",Completed,0,no change from current use in muscogee county.,TBD,no change from current use in muscogee county.
805,Paga Mine Landfill,Completed,0,.02 mgd,TBD,.02
804,Walton Pond,Withdrawn,0,No water data,TBD,No water data
803,Hutchinson Island Silo Conversion,Completed,0,0.15 mgd,TBD,0.15
802,Pioneer Village,Completed,0,0.6 mgd,TBD,0.6
801,Hickory Log Creek Reservoir,Completed,0,0,TBD,0
800,Chapel Rock,Completed,0,"165,000 gal per day",TBD,"165,000 gal per day"
799,OLD MORGANS NUR.,Terminated,0,No water data,TBD,No water data
798,Panattoni Industrial Park at Villa Rica,Completed,0,0.0162,TBD,0.0162
797,David Steele Residential Subdivision,Completed,0,.057 (per applicant),TBD,.057 (per applicant)
796,Zebulon Road Mixed Use Development,Completed,0,0.16,TBD,0.16
795,Rome Transfer Station,Completed,0,0.00015,TBD,0.00015
791,Turkey Run Landfill,Completed,0,0.025 mgd,TBD,0.025
790,South Point,Withdrawn,0,No water data,TBD,No water data
789,"Tanger Partners, LLC",Withdrawn,0,No water data,TBD,No water data
788,Kingston Village,Completed,0,0.0427 mgd,TBD,0.0427
784,Highlands of East Ellijay,Completed,0,.255 mgd,TBD,.255
783,1033 Jefferson Street,Completed,1,0.284 mgd,TBD,0.284
782,Orafol Plant,Completed,0,.0035 mgd,TBD,.0035
781,Midway Ready Mix,Completed,0,"5,000-10,000 gallons per day",TBD,"5,000-10,000 gallons per day"
780,River Walk,Withdrawn,0,No water data,TBD,No water data
779,The Preserve,Completed,0,applicant estimate is 30k gallons per day,TBD,applicant estimate is 30k gallons per day
778,Cumberland Shores,Completed,0,.045 mgd,TBD,.045
777,The Preserve at Oconee,Completed,0,.10,TBD,.10
776,University Village,Completed,0,0.205,TBD,0.205
775,Maddox Road Tract,Completed,0,0.064 mgd.,TBD,0.064
773,Hitachi Power Tools Expansion,Terminated,0,no additional demand generated by the project,TBD,no additional demand generated by the project
772,NorthPort,Completed,0,0.05 mgd,TBD,0.05
771,Martin's Landing,Completed,0,0.275,TBD,0.275
770,Winding River,Completed,0,2.26 mgd,TBD,2.26
769,"Kinderlou Forest Subdivision, Phase VII",Terminated,0,No water data,TBD,No water data
768,"City of Madison, I-20 WRF",Completed,0,0.001 mgd,TBD,0.001
767,Bluejay Road Development,Completed,0,0.0501,TBD,0.0501
766,The Woodlands,Completed,0,0.048,TBD,0.048
765,Jackson Trail Road and Highway 124 Subdivision,Completed,0,,TBD,
764,"Building 18, Walnut Fork Industrial Park",Completed,0,unknown,TBD,unknown
763,Bass Road Market,Completed,0,0.27,TBD,0.27
762,River Village,Completed,0,0.19 mgd,TBD,0.19
761,DYLAN'S KNOLL,Completed,0,.0264 mgd,TBD,.0264
760,Mulberry River Healthcare Facility,Completed,0,.408 mgd,TBD,.408
759,Brogdon Road Mixed Use,Completed,0,0.052 mgd,TBD,0.052
758,"Riverstone Plantation, Phase 5",Completed,0,.0162 mgd,TBD,.0162
757,Creekside Industrial Park,Completed,0,.0001 mgd,TBD,.0001
756,Haymon Morris Subdivision,Completed,0,.085 mgd,TBD,.085
755,Espanade,Completed,0,.309,TBD,.309
754,Chapel Rock,Withdrawn,0,No water data,TBD,No water data
753,Dillard Heights,Completed,0,.07 mgd,TBD,.07
752,JHP Family Investments,Completed,0,.12 mgd,TBD,.12
751,Villa Chase,Terminated,0,No water data,TBD,No water data
750,Northpointe,Completed,0,"500,000",TBD,"500,000"
749,Walker Drive,Completed,0,.378 mgd,TBD,.378
748,Richmond Hill Interchange Park,Terminated,0,No water data,TBD,No water data
747,Savannah Quarters,Completed,0,1.4 mgd,TBD,1.4
746,Flat Creek,Terminated,0,No water data,TBD,No water data
745,The Highlands at Fairmount,Completed,0,.073,TBD,.073
744,Toy Wright Project,Completed,0,.37,TBD,.37
743,Regent Riverwood,Completed,0,0.47 mgd,TBD,0.47
742,T.I.  Riverwood,Withdrawn,0,No water data,TBD,No water data
741,Scenic Falls of Braselton,Completed,0,,TBD,
740,Corporate Campus Expansion,Completed,0,.30 mgd,TBD,.30
739,HWy 124- 140 Lots,Completed,0,"58,000",TBD,"58,000"
738,"BTS Properties, LLC",Completed,0,.075,TBD,.075
737,White Oak Village,Completed,0,"58,000 gpd",TBD,"58,000 gpd"
736,Pristine Bluffs,Completed,0,"50,000",TBD,"50,000"
735,Barron Stadium Relocation,Completed,0,.009-.014,TBD,.009-.014
734,Vinings West (FKA South Atlanta Road Development),Completed,0,0.51 mgd,TBD,0.51
733,FOX CROSSING ESTATES SUBDIVISION,Withdrawn,0,0.1,TBD,0.1
732,Castleberry Ridge,Completed,0,"40,000",TBD,"40,000"
731,Wolf Creek,Completed,0,18.5 mgd at build out,TBD,18.5
730,THE COVES ON LAKE OCONEE,Completed,0,0.17 mgd,TBD,0.17
729,PT Power,Withdrawn,0,No water data,TBD,No water data
728,Twin Lakes,Completed,0,0.305 mgd,TBD,0.305
725,Live Oak,Terminated,0,"767,500 gallons per day",TBD,"767,500 gallons per day"
724,THE  MEADOWS AT BLACKS MILL,Completed,0,"120,000 gpd",TBD,"120,000 gpd"
723,COTTAGES AT DAWSON COUNTY,Completed,0,0.08121,TBD,0.08121
722,Opus South Corp Royal 85,Completed,0,0.14,TBD,0.14
721,Love's Travel Stop,Completed,0,"10,000 gpd",TBD,"10,000 gpd"
720,Southern Region Industrial Realty,Completed,0,.05 mgd,TBD,.05
719,55 Ivan Allen,Completed,0,0.16mgd,TBD,0.16mgd
718,New Hampstead,Completed,0,2.8 mgd,TBD,2.8
716,Wynn-Capallo Tract,Completed,0,0.3 mgd,TBD,0.3
715,"Center Point Development, Inc.",Terminated,0,No water data,TBD,No water data
714,The Village at Deaton Creek,Completed,0,0.4,TBD,0.4
713,"BCL Properties, L.L.C. Subdivision (A.K.A. High Point Trail Sub)",Completed,0,.04,TBD,.04
711,Phipps Tower,Completed,0,0.12 mgd,TBD,0.12
709,The Villages at Gum Creek,Completed,0,0.17,TBD,0.17
708,Stratford on Peachtree,Withdrawn,0,0.06 mgd,TBD,0.06
707,Riverside Business Park,Withdrawn,0,No water data,TBD,No water data
706,Coweta Industrial Park,Completed,0,.32 mgd,TBD,.32
705,Majestic Airport Center III,Completed,0,0.1058,TBD,0.1058
704,LaGrange Commons,Completed,0,"750,000 mgd",TBD,"750,000"
703,Oakley Township,Completed,0,"3,226",TBD,"3,226"
701,Completion of the Camden County JDA Spec. Building,Terminated,0,No water data,TBD,No water data
700,Infrastructure Expansion at Colonel's Island,Terminated,0,No water data,TBD,No water data
699,RiverPlace Plantation Subdivision,Completed,0,0.10 mgd,TBD,0.10
698,Avalon/Thomas Enterprises,Completed,0,0.3902 mgd,TBD,0.3902
697,Etowah Bend,Completed,0,0.283 mgd,TBD,0.283
696,Carey Station Road Tract,Completed,0,"90,900 gallons",TBD,"90,900 gallons"
694,Lake Forest Phase IV,Completed,0,.0656,TBD,.0656
693,Douglas Hill Business Park (Addition),Completed,0,0.01 mgd,TBD,0.01
692,Colbert Grove Church Road,Completed,0,0.220 mgd,TBD,0.220
691,Haddonfield,Withdrawn,0,No water data,TBD,No water data
690,The Woodlands of Houston,Withdrawn,0,No water data,TBD,No water data
689,Independence,Completed,0,3.78 mgd,TBD,3.78
688,Laciloa,Completed,0,"62,500 gal\pd",TBD,"62,500 gal\pd"
687,Timberlake Subdivision,Completed,0,0.18,TBD,0.18
686,PROVIDENCE TOWN CENTRE,Completed,0,0.11,TBD,0.11
685,400 Crossroads,Completed,0,0.044 mgd,TBD,0.044
684,The Boss King Group,Withdrawn,0,No water data,TBD,No water data
